capacity,timestamp,countFull,countEmpty
4.000000,24125534100,0,105
0.000000,24125615100,0,105
4.000000,24376666400,0,106
0.000000,24376796900,0,106
4.000000,24919957100,0,107
0.000000,24920037800,0,107
4.000000,25326958000,0,109
0.000000,25327021500,0,109
4.000000,25626677800,0,110
0.000000,25626732500,0,110
4.000000,26119202800,0,111
0.000000,26119347100,0,111
4.000000,26462893300,0,112
0.000000,26462946800,0,112
4.000000,26719133500,0,113
0.000000,26719218000,0,113
4.000000,26907225100,0,114
0.000000,26907291500,0,114
4.000000,27255201000,0,115
0.000000,27255285300,0,115
4.000000,27344275900,0,116
0.000000,27344354900,0,116
4.000000,27374235600,0,117
0.000000,27374305000,0,117
4.000000,27641915400,0,118
0.000000,27641973600,0,118
4.000000,27663193100,0,119
0.000000,27663257200,0,119
4.000000,27682681600,0,120
0.000000,27682793000,0,120
4.000000,27869464700,0,121
0.000000,27869542800,0,121
4.000000,28293643600,0,122
0.000000,28293697400,0,122
4.000000,28968384600,0,123
0.000000,28968460100,0,123
4.000000,29193359800,0,124
0.000000,29193434400,0,124
4.000000,29384958000,0,125
0.000000,29385074500,0,125
4.000000,29427948400,0,126
0.000000,29428017500,0,126
4.000000,30511514400,0,127
0.000000,30511583800,0,127
4.000000,30652628200,0,128
0.000000,30652696900,0,128
4.000000,31054975500,0,129
0.000000,31055042800,0,129
4.000000,31057970500,0,130
0.000000,31058062100,0,130
4.000000,31336543800,0,131
0.000000,31336607900,0,131
4.000000,31338534800,0,132
0.000000,31338622600,0,132
4.000000,31738305000,0,133
0.000000,31738351300,0,133
4.000000,31752890600,0,134
0.000000,31752955500,0,134
4.000000,31817850600,0,135
0.000000,31817926400,0,135
4.000000,32109549200,0,136
0.000000,32109612100,0,136
4.000000,32743155900,0,137
0.000000,32743217900,0,137
4.000000,32791944700,0,138
0.000000,32791997300,0,138
4.000000,33190971300,0,139
0.000000,33191015200,0,139
4.000000,33431937800,0,140
0.000000,33432011300,0,140
4.000000,33691969200,0,141
0.000000,33692047000,0,141
4.000000,33933000500,0,142
0.000000,33933098800,0,142
4.000000,34352660300,0,143
0.000000,34352743400,0,143
4.000000,34374859700,0,144
0.000000,34374998400,0,144
4.000000,34407874500,0,145
0.000000,34407959600,0,145
4.000000,34961366100,0,146
0.000000,34961419000,0,146
4.000000,35536401900,0,147
0.000000,35536477100,0,147
4.000000,35618482000,0,148
0.000000,35618568300,0,148
4.000000,35671809600,0,149
0.000000,35671893900,0,149
4.000000,35771911200,0,150
0.000000,35771984300,0,150
4.000000,36010307600,0,151
0.000000,36010358500,0,151
4.000000,36801715900,0,152
0.000000,36801783500,0,152
4.000000,36908787900,0,153
0.000000,36908862800,0,153
4.000000,37107753100,0,154
0.000000,37107825400,0,154
4.000000,37271725400,0,155
0.000000,37271779200,0,155
4.000000,37530702400,0,156
0.000000,37530755900,0,156
4.000000,37896903700,0,157
0.000000,37896959300,0,157
4.000000,37933076800,0,158
0.000000,37933132100,0,158
4.000000,37971059200,0,159
0.000000,37971132900,0,159
4.000000,38100449400,0,160
0.000000,38100523400,0,160
4.000000,38130462100,0,161
0.000000,38130545500,0,161
4.000000,38175478800,0,162
0.000000,38175522100,0,162
4.000000,38472114500,0,163
0.000000,38472220700,0,163
4.000000,38586040900,0,164
0.000000,38586107300,0,164
4.000000,39103415200,0,165
0.000000,39103476600,0,165
4.000000,39717983100,0,166
0.000000,39718071500,0,166
4.000000,40488022100,0,167
0.000000,40488087700,0,167
4.000000,41049306900,0,167
0.000000,41049390600,0,167
4.000000,41169319600,0,168
0.000000,41169381900,0,168
4.000000,41275237700,0,169
0.000000,41275294800,0,169
4.000000,41374257900,0,170
0.000000,41374320800,0,170
4.000000,41498239100,0,172
0.000000,41498310100,0,172
4.000000,41526217000,0,173
0.000000,41526277800,0,173
4.000000,41950512300,0,174
0.000000,41950581400,0,174
4.000000,41985503700,0,175
0.000000,41985565700,0,175
4.000000,42441062200,0,176
0.000000,42441122500,0,176
4.000000,42693455200,0,177
0.000000,42693546500,0,177
4.000000,42893653600,0,178
0.000000,42893719400,0,178
4.000000,42929633000,0,179
0.000000,42929702700,0,179
4.000000,44293717000,0,180
0.000000,44293788100,0,180
4.000000,44404963400,0,181
0.000000,44405039200,0,181
4.000000,44809706300,0,181
0.000000,44809770400,0,181
4.000000,44837686900,0,182
0.000000,44837763300,0,182
4.000000,44917638400,0,183
0.000000,44917684100,0,183
4.000000,45563697000,0,185
0.000000,45563750800,0,185
4.000000,45646443200,0,186
0.000000,45646527200,0,186
4.000000,45665531100,0,187
0.000000,45665626800,0,187
4.000000,45965755200,0,188
0.000000,45965808700,0,188
4.000000,46485961300,0,189
0.000000,46486015400,0,189
4.000000,46705439500,0,190
0.000000,46705518200,0,190
4.000000,47009485700,0,191
0.000000,47009574000,0,191
4.000000,47190595000,0,192
0.000000,47190683400,0,192
4.000000,47204684900,0,193
0.000000,47204731400,0,193
4.000000,47936845700,0,194
0.000000,47936936400,0,194
4.000000,48211888000,0,194
0.000000,48211952900,0,194
4.000000,48225759300,0,194
0.000000,48225814600,0,194
4.000000,48265778900,0,195
0.000000,48265833300,0,195
4.000000,50139406900,0,198
0.000000,50139470700,0,198
4.000000,50562060600,0,199
0.000000,50562126400,0,199
4.000000,50669559500,0,200
0.000000,50669613900,0,200
4.000000,50987360400,0,201
0.000000,50987414500,0,201
4.000000,51174792700,0,201
0.000000,51174886900,0,201
4.000000,51301914200,0,202
0.000000,51301980100,0,202
4.000000,51467739500,0,203
0.000000,51467822800,0,203
4.000000,51669425200,0,203
0.000000,51669479900,0,203
4.000000,51707045700,0,204
0.000000,51707175600,0,204
4.000000,51838376100,0,204
0.000000,51838453400,0,204
4.000000,52095625200,0,205
0.000000,52095682000,0,205
4.000000,52530871700,0,206
0.000000,52530929400,0,206
4.000000,52795136000,0,207
0.000000,52795224700,0,207
4.000000,52956081000,0,208
0.000000,52956160900,0,208
4.000000,52967087000,0,208
0.000000,52967150200,0,208
4.000000,53245237600,0,209
0.000000,53245359300,0,209
4.000000,53551230800,0,210
0.000000,53551287900,0,210
4.000000,53791094700,0,210
0.000000,53791174600,0,210
4.000000,53975154300,0,213
0.000000,53975243600,0,213
4.000000,54137522700,0,213
0.000000,54137590000,0,213
4.000000,54564106000,0,215
0.000000,54564190300,0,215
4.000000,54691514000,0,215
0.000000,54691605900,0,215
4.000000,55368578500,0,218
0.000000,55368667100,0,218
4.000000,55564388600,0,218
0.000000,55564456100,0,218
4.000000,55584385200,0,219
0.000000,55584463300,0,219
4.000000,56240926200,0,220
0.000000,56240993800,0,220
4.000000,56849669600,0,223
0.000000,56849715000,0,223
4.000000,57143825900,0,223
0.000000,57143894900,0,223
4.000000,57319845900,0,224
0.000000,57319925200,0,224
4.000000,57440891400,0,224
0.000000,57440958700,0,224
4.000000,57746919200,0,224
0.000000,57746987100,0,224
4.000000,57899554200,0,225
0.000000,57899608900,0,225
4.000000,57960607700,0,225
0.000000,57960681100,0,225
4.000000,58403703400,0,227
0.000000,58403759000,0,227
4.000000,59560477800,0,232
0.000000,59560546000,0,232
4.000000,59647013500,0,232
0.000000,59647062900,0,232
4.000000,59741563400,0,232
0.000000,59741637700,0,232
4.000000,59769446000,0,232
0.000000,59769519400,0,232
4.000000,59839375000,0,232
0.000000,59839449300,0,232
4.000000,60027896300,0,232
0.000000,60028012400,0,232
4.000000,60154577900,0,232
0.000000,60154663000,0,232
4.000000,60224542600,0,232
0.000000,60224650000,0,232
4.000000,61487646500,0,240
0.000000,61487746900,0,240
4.000000,61584171300,0,240
0.000000,61584237100,0,240
4.000000,61835197700,0,240
0.000000,61835255100,0,240
4.000000,62100866900,0,240
0.000000,62100921000,0,240
4.000000,62297472800,0,240
